Dst Port,Flow Duration,Flow Pkts/s,Fwd Header Len,Bwd Header Len,Fwd Pkts/s,Bwd Pkts/s,Subflow Fwd Byts,Init Fwd Win Byts,Init Bwd Win Byts,Fwd Act Data Pkts,Label
53,1225,1632.6530612245,8,8,816.3265306122,816.3265306122,32,-1,-1,0,0
22,392532,106.9976460518,712,648,56.0463860271,50.9512600247,1928,26883,230,16,2
445,203250,19.680196802,72,32,14.7601476015,4.9200492005,0,8192,8192,0,0
3389,2582631,5.8080306478,168,148,3.0976163455,2.7104143023,1148,8192,62852,5,0
53,37220,53.7345513165,8,8,26.8672756582,26.8672756582,31,-1,-1,0,0
443,29259728,0.8202400241,252,276,0.4101200121,0.4101200121,1680,8192,146,5,0
445,133584,29.943705833,72,32,22.4577793748,7.4859264583,0,8192,8192,0,0
5355,415772,4.8103287379,16,0,4.8103287379,0.0,44,-1,-1,1,0
51097,39,51282.0512820513,40,0,51282.0512820513,0.0,0,257,-1,0,0
3389,2733865,5.4867376407,168,148,2.926260075,2.5604775656,1148,8192,62852,5,0
80,115065248,0.2607216386,332,424,0.1390515406,0.121670098,550,8192,110,12,0
53,628,3184.7133757962,8,8,1592.3566878981,1592.3566878981,33,-1,-1,0,0
3389,1572776,9.5372767641,172,152,5.0865476075,4.4507291566,1132,8192,62868,5,0
80,802,8728.1795511222,72,92,3740.6483790524,4987.5311720698,161,8192,149,1,0
22,344196,127.8341410127,712,712,63.9170705063,63.9170705063,1928,26883,230,16,2
53,25036,79.8849656495,8,8,39.9424828247,39.9424828247,30,-1,-1,0,0
80,90,22222.2222222222,40,0,22222.2222222222,0.0,0,278,-1,0,0
80,68,29411.7647058824,40,0,29411.7647058824,0.0,0,278,-1,0,0
53,257,7782.1011673152,8,8,3891.0505836576,3891.0505836576,38,-1,-1,0,0
22,6,333333.333333333,32,32,166666.666666667,166666.666666667,0,241,230,0,2
21,5,400000.0,40,20,200000.0,200000.0,0,26883,0,0,1
53,321,6230.5295950156,8,8,3115.2647975078,3115.2647975078,37,-1,-1,0,0
21,1,2000000.0,40,20,1000000.0,1000000.0,0,26883,0,0,1
22,6,333333.333333333,32,32,166666.666666667,166666.666666667,0,241,230,0,2
21,2,1000000.0,40,20,500000.0,500000.0,0,26883,0,0,1
21,2,1000000.0,40,20,500000.0,500000.0,0,26883,0,0,1
50496,56,35714.2857142857,40,0,35714.2857142857,0.0,0,43,-1,0,0
443,118249651,0.2875272757,332,372,0.1353069533,0.1522203224,1380,8192,184,9,0
3389,2442656,6.1408565103,172,152,3.2751234722,2.8657330381,1148,8192,62852,5,0
50582,476,6302.5210084034,40,20,4201.6806722689,2100.8403361345,38,176,0,0,0
22,8,250000.0,32,32,125000.0,125000.0,0,241,230,0,2
21,2,1000000.0,40,20,500000.0,500000.0,0,26883,0,0,1
22,368512,124.8263285863,776,712,65.126780132,59.6995484543,1960,26883,230,16,2
80,675,10370.3703703704,72,92,4444.4444444445,5925.9259259259,161,8192,149,1,0
21,19,105263.157894737,40,20,52631.5789473684,52631.5789473684,0,26883,0,0,1
22,447840,96.0164344409,744,648,51.3576277242,44.6588067167,1912,26883,230,16,2
22,309625,142.1073879693,712,712,71.0536939847,71.0536939847,1928,26883,230,16,2
21,2,1000000.0,40,20,500000.0,500000.0,0,26883,0,0,1
21,1,2000000.0,40,20,1000000.0,1000000.0,0,26883,0,0,1
21,4,500000.0,40,20,250000.0,250000.0,0,26883,0,0,1
80,55111657,0.2358847603,140,192,0.1270148709,0.1088698894,6,256,294,5,0
53,93266,21.444041773,8,8,10.7220208865,10.7220208865,34,-1,-1,0,0
21,19,105263.157894737,40,20,52631.5789473684,52631.5789473684,0,26883,0,0,1
51798,145,13793.1034482759,40,0,13793.1034482759,0.0,0,257,-1,0,0
3389,2859391,5.2458722854,172,152,2.7977985522,2.4480737332,1144,64240,62856,5,0
22,345854,121.4385260833,712,648,63.6106565198,57.8278695635,2008,26883,230,16,2
21,1,2000000.0,40,20,1000000.0,1000000.0,0,26883,0,0,1
53,2123,942.0631182289,8,8,471.0315591145,471.0315591145,42,-1,-1,0,0
445,666796,16.4967996209,132,112,8.9982543387,7.4985452822,1453,8192,251,4,0
443,65128547,0.4299190031,272,384,0.1996052514,0.2303137517,776,8192,227,9,0
22,333653,128.8764075252,680,712,62.9396408844,65.9367666408,1976,26883,230,16,2
21,1,2000000.0,40,20,1000000.0,1000000.0,0,26883,0,0,1
80,125,16000.0,40,0,16000.0,0.0,0,256,-1,0,0
443,301,9966.7774086379,60,0,9966.7774086379,0.0,77,258,-1,1,0
21,1,2000000.0,40,20,1000000.0,1000000.0,0,26883,0,0,1
21,2,1000000.0,40,20,500000.0,500000.0,0,26883,0,0,1
21,1,2000000.0,40,20,1000000.0,1000000.0,0,26883,0,0,1
80,866,8083.1408775982,72,92,3464.2032332564,4618.9376443418,161,8192,149,1,0
22,6,333333.333333333,32,32,166666.666666667,166666.666666667,0,241,230,0,2
58687,123,16260.162601626,40,0,16260.162601626,0.0,0,257,-1,0,0
51774,3340,1197.6047904192,60,20,898.2035928144,299.4011976048,97,62,0,1,0
80,766,9138.3812010444,72,92,3916.4490861619,5221.9321148825,161,8192,149,1,0
51516,92,43478.2608695652,60,20,32608.6956521739,10869.5652173913,31,1037,0,1,0
53,44368,90.1550667147,16,16,45.0775333574,45.0775333574,54,-1,-1,1,0
21,1,2000000.0,40,20,1000000.0,1000000.0,0,26883,0,0,1
22,284422,151.1838043471,680,712,73.8339509602,77.3498533869,1960,26883,230,16,2
53,1029,1943.6345966958,8,8,971.8172983479,971.8172983479,51,-1,-1,0,0
22,5,400000.0,32,32,200000.0,200000.0,0,241,230,0,2
21,1,2000000.0,40,20,1000000.0,1000000.0,0,26883,0,0,1
53,288,6944.4444444445,8,8,3472.2222222222,3472.2222222222,47,-1,-1,0,0
49863,13,153846.153846154,20,20,76923.0769230769,76923.0769230769,0,174,257,0,0
21,2,1000000.0,40,20,500000.0,500000.0,0,26883,0,0,1
443,4080450,4.6563491772,152,252,1.7154970653,2.9408521119,712,8192,31,3,0
53,12911,154.9066687321,8,8,77.453334366,77.453334366,44,-1,-1,0,0
21,2,1000000.0,40,20,500000.0,500000.0,0,26883,0,0,1
22,7,285714.285714286,32,32,142857.142857143,142857.142857143,0,241,230,0,2
53,332,6024.0963855422,8,8,3012.0481927711,3012.0481927711,51,-1,-1,0,0
80,80,25000.0,40,0,25000.0,0.0,0,278,-1,0,0
22,361488,118.9527729828,712,680,60.8595582703,58.0932147125,1912,26883,230,16,2
443,1964,1018.3299389002,20,20,509.1649694501,509.1649694501,0,0,290,0,0
22,7,285714.285714286,32,32,142857.142857143,142857.142857143,0,241,230,0,2
53,279,7168.458781362,8,8,3584.229390681,3584.229390681,38,-1,-1,0,0
22,6,333333.333333333,32,32,166666.666666667,166666.666666667,0,241,230,0,2
21,2,1000000.0,40,20,500000.0,500000.0,0,26883,0,0,1
21,4,500000.0,40,20,250000.0,250000.0,0,26883,0,0,1
21,2,1000000.0,40,20,500000.0,500000.0,0,26883,0,0,1
80,851,8225.6169212691,72,92,3525.2643948296,4700.3525264395,148,8192,149,1,0
53,82190,48.667721134,16,16,24.333860567,24.333860567,86,-1,-1,1,0
3389,2371003,6.3264365334,172,152,3.3740994845,2.9523370489,1148,8192,62852,5,0
53,36033,111.009352538,16,16,55.504676269,55.504676269,58,-1,-1,1,0
21,1,2000000.0,40,20,1000000.0,1000000.0,0,26883,0,0,1
22,375342,122.554896601,776,712,63.9416851831,58.6132114179,1928,26883,230,16,2
21,2,1000000.0,40,20,500000.0,500000.0,0,26883,0,0,1
51064,4899245,0.4082261655,40,0,0.4082261655,0.0,0,237,-1,0,0
22,384148,114.5391880213,712,712,57.2695940106,57.2695940106,1976,26883,230,16,2
21,4,500000.0,40,20,250000.0,250000.0,0,26883,0,0,1
80,83,24096.3855421687,40,0,24096.3855421687,0.0,0,278,-1,0,0
53,345,5797.1014492754,8,8,2898.5507246377,2898.5507246377,58,-1,-1,0,0
21,25,80000.0,40,20,40000.0,40000.0,0,26883,0,0,1
22,6,333333.333333333,32,32,166666.666666667,166666.666666667,0,241,230,0,2
49944,51,39215.6862745098,20,20,19607.8431372549,19607.8431372549,0,48180,64002,0,0
21,2,1000000.0,40,20,500000.0,500000.0,0,26883,0,0,1
80,100652069,0.3079916817,312,440,0.1490282331,0.1589634486,871,8192,980,11,0
22,7,285714.285714286,32,32,142857.142857143,142857.142857143,0,241,230,0,2
21,3,666666.666666667,40,20,333333.333333333,333333.333333333,0,26883,0,0,1
80,5948961,1.3447726418,92,92,0.6723863209,0.6723863209,97,8192,141,1,0
50553,11,181818.181818182,40,0,181818.181818182,0.0,0,0,-1,0,0
80,772,9067.3575129534,72,92,3886.0103626943,5181.3471502591,161,8192,149,1,0
22,74,40540.5405405405,64,32,27027.027027027,13513.5135135135,0,241,230,0,2
21,1,2000000.0,40,20,1000000.0,1000000.0,0,26883,0,0,1
52585,45,44444.4444444444,20,20,22222.2222222222,22222.2222222222,0,114,251,0,0
53,25579,78.1891395285,8,8,39.0945697643,39.0945697643,53,-1,-1,0,0
3389,2408502,6.2279375313,172,152,3.3215666834,2.9063708479,1128,64240,62872,5,0
53,410,4878.0487804878,8,8,2439.0243902439,2439.0243902439,45,-1,-1,0,0
3389,2742489,5.8341163811,192,152,3.2816904644,2.5524259167,1138,8192,62862,5,0
53,514,3891.0505836576,8,8,1945.5252918288,1945.5252918288,39,-1,-1,0,0
443,296,10135.1351351351,60,0,10135.1351351351,0.0,77,250,-1,1,0
21,2,1000000.0,40,20,500000.0,500000.0,0,26883,0,0,1
443,115969937,0.3449169762,432,524,0.1810814125,0.1638355637,748,8192,980,15,0
22,377182,121.9570393073,776,712,63.6297596386,58.3272796687,1928,26883,230,16,2
21,2,1000000.0,40,20,500000.0,500000.0,0,26883,0,0,1
21,1,2000000.0,40,20,1000000.0,1000000.0,0,26883,0,0,1
80,23779,378.4852180495,92,112,168.2156524665,210.2695655831,427,8192,237,1,0
21,1,2000000.0,40,20,1000000.0,1000000.0,0,26883,0,0,1
53,1519,1316.6556945359,8,8,658.3278472679,658.3278472679,35,-1,-1,0,0
21,2,1000000.0,40,20,500000.0,500000.0,0,26883,0,0,1
53,67224,59.50255861,16,16,29.751279305,29.751279305,60,-1,-1,1,0
53,66079,30.2668018584,8,8,15.1334009292,15.1334009292,33,-1,-1,0,0
3389,3162272,5.0596533126,192,152,2.8460549883,2.2135983242,1144,8192,62856,5,0
3389,1170274,12.8175111128,172,152,6.8360059268,5.981505186,1138,8192,62862,5,0
50880,11,181818.181818182,20,20,90909.0909090909,90909.0909090909,0,172,255,0,0
21,1,2000000.0,40,20,1000000.0,1000000.0,0,26883,0,0,1
21,1,2000000.0,40,20,1000000.0,1000000.0,0,26883,0,0,1
53,3292,607.5334143378,8,8,303.7667071689,303.7667071689,42,-1,-1,0,0
22,384423,111.8559503464,680,712,54.6273245878,57.2286257586,1928,26883,230,16,2
21,2,1000000.0,40,20,500000.0,500000.0,0,26883,0,0,1
21,2,1000000.0,40,20,500000.0,500000.0,0,26883,0,0,1
443,116415121,0.2405185835,312,272,0.1288492412,0.1116693423,1062,8192,118,7,0
21,2,1000000.0,40,20,500000.0,500000.0,0,26883,0,0,1
50387,26,76923.0769230769,20,20,38461.5384615385,38461.5384615385,0,288,253,0,0
80,134482,66.92345444,92,112,29.7437575289,37.1796969111,428,8192,237,1,0
49547,43,46511.6279069767,20,20,23255.8139534884,23255.8139534884,0,225,257,0,0
21,2,1000000.0,40,20,500000.0,500000.0,0,26883,0,0,1
22,6,333333.333333333,32,32,166666.666666667,166666.666666667,0,241,230,0,2
443,98606113,0.6490469815,552,752,0.2738166953,0.3752302862,1595,8192,180,16,0
56530,125,16000.0,40,0,16000.0,0.0,0,258,-1,0,0
41504,6544,458.435207824,32,76,152.8117359413,305.6234718826,0,230,241,0,0
443,1,3000000.0,20,40,1000000.0,2000000.0,46,32,32,0,0
445,628442,17.5036041512,132,112,9.5474204461,7.9561837051,455,8192,0,4,0
443,65080051,0.4609707512,272,424,0.1997539922,0.261216759,1147,8192,239,9,0
21,1,2000000.0,40,20,1000000.0,1000000.0,0,26883,0,0,1
53,277,7220.2166064982,8,8,3610.1083032491,3610.1083032491,35,-1,-1,0,0
21,1,2000000.0,40,20,1000000.0,1000000.0,0,26883,0,0,1
52121,80,50000.0,60,20,37500.0,12500.0,31,946,0,1,0
443,118183473,0.3299953793,392,412,0.1607669797,0.1692283996,1326,8192,33,7,0
445,112855,17.7218554783,52,0,17.7218554783,0.0,1,251,-1,0,0
53,24661,162.199424192,16,16,81.099712096,81.099712096,94,-1,-1,1,0
53,23559,169.7864934844,16,16,84.8932467422,84.8932467422,72,-1,-1,1,0
53,51345,77.9043723829,16,16,38.9521861915,38.9521861915,108,-1,-1,1,0
21,2,1000000.0,40,20,500000.0,500000.0,0,26883,0,0,1
22,393559,114.3411788321,744,712,58.4410469587,55.9001318735,1944,26883,230,16,2
445,1088453,10.1060863446,132,112,5.5124107334,4.5936756112,455,8192,0,4,0
21,1,2000000.0,40,20,1000000.0,1000000.0,0,26883,0,0,1
21,3,666666.666666667,40,20,333333.333333333,333333.333333333,0,26883,0,0,1
21,1,2000000.0,40,20,1000000.0,1000000.0,0,26883,0,0,1
53,27929,71.6101543199,8,8,35.8050771599,35.8050771599,30,-1,-1,0,0
22,327918,134.179886435,712,712,67.0899432175,67.0899432175,1928,26883,230,16,2
53,1701,1175.7789535567,8,8,587.8894767784,587.8894767784,33,-1,-1,0,0
80,5809585,1.3770346763,92,92,0.6885173382,0.6885173382,97,8192,141,1,0
53,2230,896.8609865471,8,8,448.4304932735,448.4304932735,34,-1,-1,0,0
22,378114,116.3670215861,712,712,58.183510793,58.183510793,1928,26883,230,16,2
22,366722,119.9818936415,712,712,59.9909468208,59.9909468208,1928,26883,230,16,2
80,53742179,0.0372147173,40,0,0.0372147173,0.0,0,279,-1,0,0
53,549,3642.9872495446,8,8,1821.4936247723,1821.4936247723,33,-1,-1,0,0
22,383964,119.8028981884,840,648,67.7146815847,52.0882166036,1912,26883,230,16,2
53,87849,45.5326753862,16,16,22.7663376931,22.7663376931,80,-1,-1,1,0
3389,2208140,6.7930475423,172,152,3.6229586892,3.1700888531,1144,8192,62856,5,0
22,397376,110.7263649541,712,712,55.363182477,55.363182477,1944,26883,230,16,2
5355,419427,4.7684102359,16,0,4.7684102359,0.0,44,-1,-1,1,0
22,7,285714.285714286,32,32,142857.142857143,142857.142857143,0,241,230,0,2
80,135,14814.8148148148,40,0,14814.8148148148,0.0,0,256,-1,0,0
80,78,25641.0256410256,40,0,25641.0256410256,0.0,0,278,-1,0,0
53,1378,1451.3788098694,8,8,725.6894049347,725.6894049347,32,-1,-1,0,0
22,382939,112.2894246864,680,712,54.8390213585,57.4504033279,1928,26883,230,16,2
21,2,1000000.0,40,20,500000.0,500000.0,0,26883,0,0,1
443,115873435,0.5091762404,552,784,0.2330128558,0.2761633846,2450,8192,1077,16,0
443,60110137,0.2329058076,172,132,0.1330890329,0.0998167747,1223,8192,509,3,0
21,2,1000000.0,40,20,500000.0,500000.0,0,26883,0,0,1
80,1115,6278.0269058296,72,92,2690.5829596413,3587.4439461883,148,8192,149,1,0
50013,549,5464.4808743169,40,20,3642.9872495446,1821.4936247723,38,31,0,0,0
21,1,2000000.0,40,20,1000000.0,1000000.0,0,26883,0,0,1
21,2,1000000.0,40,20,500000.0,500000.0,0,26883,0,0,1
50553,85,47058.8235294118,60,20,35294.1176470588,11764.7058823529,31,1013,0,1,0
80,3759,532.0563979782,40,0,532.0563979782,0.0,0,278,-1,0,0
22,7,285714.285714286,32,32,142857.142857143,142857.142857143,0,241,230,0,2
21,2,1000000.0,40,20,500000.0,500000.0,0,26883,0,0,1
3389,1476231,10.1610113864,172,152,5.4192060728,4.7418053137,1138,8192,62862,5,0
21,2,1000000.0,40,20,500000.0,500000.0,0,26883,0,0,1
51242,50,60000.0,60,0,60000.0,0.0,31,1038,-1,1,0
21,31,64516.1290322581,40,20,32258.064516129,32258.064516129,0,26883,0,0,1
22,6,333333.333333333,32,32,166666.666666667,166666.666666667,0,241,230,0,2
50787,15,133333.333333333,20,20,66666.6666666667,66666.6666666667,0,1278,256,0,0
53,338,5917.1597633136,8,8,2958.5798816568,2958.5798816568,74,-1,-1,0,0
22,6,333333.333333333,32,32,166666.666666667,166666.666666667,0,241,230,0,2
443,435,6896.5517241379,60,0,6896.5517241379,0.0,77,256,-1,1,0
21,2,1000000.0,40,20,500000.0,500000.0,0,26883,0,0,1
443,83224486,0.4926434751,432,508,0.2523295848,0.2403138903,986,8192,1013,12,0
22,6,333333.333333333,32,32,166666.666666667,166666.666666667,0,241,230,0,2
22,382368,115.0723909951,712,712,57.5361954975,57.5361954975,1928,26883,230,16,2
50283,20,100000.0,20,20,50000.0,50000.0,0,950,255,0,0
22,314692,139.8192518399,712,712,69.9096259199,69.9096259199,1960,26883,230,16,2
22,6,333333.333333333,32,32,166666.666666667,166666.666666667,0,241,230,0,2
53,453,4415.0110375276,8,8,2207.5055187638,2207.5055187638,41,-1,-1,0,0
443,254497,58.9397910388,172,152,31.4345552207,27.5052358181,1429,8192,1026,3,0
21,4,500000.0,40,20,250000.0,250000.0,0,26883,0,0,1
21,3,666666.666666667,40,20,333333.333333333,333333.333333333,0,26883,0,0,1
443,118567672,0.3879640987,452,492,0.1855480472,0.2024160515,1577,8192,35,10,0
80,76,26315.7894736842,40,0,26315.7894736842,0.0,0,278,-1,0,0
60416,189,10582.0105820106,40,0,10582.0105820106,0.0,0,256,-1,0,0
21,1,2000000.0,40,20,1000000.0,1000000.0,0,26883,0,0,1
21,2,1000000.0,40,20,500000.0,500000.0,0,26883,0,0,1
443,1632,1838.2352941177,60,0,1838.2352941177,0.0,77,255,-1,1,0
53,446,4484.3049327354,8,8,2242.1524663677,2242.1524663677,40,-1,-1,0,0
49543,14029,213.8427542947,40,20,142.5618361965,71.2809180982,38,123,0,0,0
443,117394403,0.1959207544,252,232,0.102219524,0.0937012304,630,8192,980,6,0
21,1,2000000.0,40,20,1000000.0,1000000.0,0,26883,0,0,1
52938,2067,1451.3788098694,40,20,967.5858732463,483.7929366231,38,176,0,0,0
22,369012,119.2373147757,712,712,59.6186573878,59.6186573878,1912,26883,230,16,2
21,3,666666.666666667,40,20,333333.333333333,333333.333333333,0,26883,0,0,1
21,1,2000000.0,40,20,1000000.0,1000000.0,0,26883,0,0,1
53,946,2114.1649048626,8,8,1057.0824524313,1057.0824524313,32,-1,-1,0,0
443,20117613,0.9941537299,192,244,0.4473691784,0.5467845514,1134,8192,63,4,0
443,273,10989.010989011,60,0,10989.010989011,0.0,77,253,-1,1,0
21,2,1000000.0,40,20,500000.0,500000.0,0,26883,0,0,1
53,540,3703.7037037037,8,8,1851.8518518519,1851.8518518519,38,-1,-1,0,0
53,1991,1004.5203415369,8,8,502.2601707685,502.2601707685,42,-1,-1,0,0
53,300,6666.6666666667,8,8,3333.3333333333,3333.3333333333,52,-1,-1,0,0
21,5,400000.0,40,20,200000.0,200000.0,0,26883,0,0,1
53,18040,110.8647450111,8,8,55.4323725055,55.4323725055,43,-1,-1,0,0
53,600,3333.3333333333,8,8,1666.6666666667,1666.6666666667,30,-1,-1,0,0
443,5090586,3.1430566147,192,152,1.7679693458,1.3750872689,358,8192,119,3,0
21,2,1000000.0,40,20,500000.0,500000.0,0,26883,0,0,1
21,1,2000000.0,40,20,1000000.0,1000000.0,0,26883,0,0,1
64334,41,48780.4878048781,40,0,48780.4878048781,0.0,0,64240,-1,0,0
52184,12,166666.666666667,20,20,83333.3333333333,83333.3333333333,0,913,256,0,0
53,71703,27.8928357251,8,8,13.9464178626,13.9464178626,30,-1,-1,0,0
22,391437,107.296959664,712,648,56.2031693478,51.0937903162,1928,26883,230,16,2
443,4549,439.6570674874,40,0,439.6570674874,0.0,0,64209,-1,0,0
21,1,2000000.0,40,20,1000000.0,1000000.0,0,26883,0,0,1
21,2,1000000.0,40,20,500000.0,500000.0,0,26883,0,0,1
443,170,11764.7058823529,40,0,11764.7058823529,0.0,0,62870,-1,0,0
3389,1664681,9.0107353901,172,152,4.8057255414,4.2050098487,1144,8192,62856,5,0
3389,2635430,5.6916708089,172,152,3.0355577648,2.6561130442,1138,8192,62862,5,0
21,3,666666.666666667,40,20,333333.333333333,333333.333333333,0,26883,0,0,1
21,1,2000000.0,40,20,1000000.0,1000000.0,0,26883,0,0,1
3389,2316679,6.4747856738,172,152,3.453219026,3.0215666478,1148,8192,62852,5,0
21,1,2000000.0,40,20,1000000.0,1000000.0,0,26883,0,0,1
21,4,500000.0,40,20,250000.0,250000.0,0,26883,0,0,1
3389,6177948,2.9135887838,232,152,1.780526479,1.1330623048,1148,8192,62852,5,0
443,60966554,0.4592682079,292,284,0.229634104,0.229634104,870,8192,31088,9,0
53,1882,1062.6992561105,8,8,531.3496280553,531.3496280553,30,-1,-1,0,0
53,964,2074.6887966805,8,8,1037.3443983403,1037.3443983403,33,-1,-1,0,0
22,380069,113.1373513757,744,648,60.51532748,52.6220238957,1912,26883,230,16,2
21,3,666666.666666667,40,20,333333.333333333,333333.333333333,0,26883,0,0,1
21,2,1000000.0,40,20,500000.0,500000.0,0,26883,0,0,1
3389,1432836,11.1666652708,192,152,6.2812492148,4.885416056,1148,8192,62852,5,0
22,367742,119.6491018159,712,712,59.824550908,59.824550908,1928,26883,230,16,2
80,5804213,1.3783091696,92,92,0.6891545848,0.6891545848,97,8192,141,1,0
21,1,2000000.0,40,20,1000000.0,1000000.0,0,26883,0,0,1
51133,556,5395.6834532374,40,20,3597.1223021583,1798.5611510791,38,176,0,0,0
3389,2654083,6.7820034264,192,204,3.3910017132,3.3910017132,1278,8192,62856,6,0
21,2,1000000.0,40,20,500000.0,500000.0,0,26883,0,0,1
51452,32,62500.0,40,0,62500.0,0.0,0,260,-1,0,0
443,185359,86.3189810044,192,152,48.554426815,37.7645541894,553,8192,123,4,0
21,2,1000000.0,40,20,500000.0,500000.0,0,26883,0,0,1
21,1,2000000.0,40,20,1000000.0,1000000.0,0,26883,0,0,1
21,2,1000000.0,40,20,500000.0,500000.0,0,26883,0,0,1
22,375301,114.574701373,744,648,61.2841425949,53.2905587782,1928,26883,230,16,2
21,2,1000000.0,40,20,500000.0,500000.0,0,26883,0,0,1
21,2,1000000.0,40,20,500000.0,500000.0,0,26883,0,0,1
21,4,500000.0,40,20,250000.0,250000.0,0,26883,0,0,1
53,759,2635.046113307,8,8,1317.5230566535,1317.5230566535,45,-1,-1,0,0
22,7,285714.285714286,32,32,142857.142857143,142857.142857143,0,241,230,0,2
3389,1335031,11.2356941524,172,152,5.9923702146,5.2433239378,1138,8192,62862,5,0
21,2,1000000.0,40,20,500000.0,500000.0,0,26883,0,0,1
53,1172,1706.4846416382,8,8,853.2423208191,853.2423208191,35,-1,-1,0,0
21,4,500000.0,40,20,250000.0,250000.0,0,26883,0,0,1
22,7,285714.285714286,32,32,142857.142857143,142857.142857143,0,241,230,0,2
22,6,333333.333333333,32,32,166666.666666667,166666.666666667,0,241,230,0,2
53,1233,1622.0600162206,8,8,811.0300081103,811.0300081103,35,-1,-1,0,0
53,301,6644.5182724253,8,8,3322.2591362126,3322.2591362126,84,-1,-1,0,0
53,103761,38.5501296248,16,16,19.2750648124,19.2750648124,80,-1,-1,1,0
53,50865,78.6395360267,16,16,39.3197680134,39.3197680134,72,-1,-1,1,0
21,3,666666.666666667,40,20,333333.333333333,333333.333333333,0,26883,0,0,1
22,7,285714.285714286,32,32,142857.142857143,142857.142857143,0,241,230,0,2
80,53640728,0.0372851017,40,0,0.0372851017,0.0,0,279,-1,0,0
22,348970,126.0853368484,712,712,63.0426684242,63.0426684242,1944,26883,230,16,2
53,1921,1041.1244143675,8,8,520.5622071838,520.5622071838,34,-1,-1,0,0
53,12278,162.8929793126,8,8,81.4464896563,81.4464896563,46,-1,-1,0,0
21,20,100000.0,40,20,50000.0,50000.0,0,26883,0,0,1
53,252365,15.8500584471,16,16,7.9250292235,7.9250292235,66,-1,-1,1,0
50928,2147,931.5323707499,52,0,931.5323707499,0.0,0,239,-1,0,0
21,8,250000.0,40,20,125000.0,125000.0,0,26883,0,0,1
21,1,2000000.0,40,20,1000000.0,1000000.0,0,26883,0,0,1
53,2003,998.5022466301,8,8,499.251123315,499.251123315,37,-1,-1,0,0
80,83,24096.3855421687,40,0,24096.3855421687,0.0,0,279,-1,0,0
53,338,5917.1597633136,8,8,2958.5798816568,2958.5798816568,44,-1,-1,0,0
53,177552,22.5286113364,16,16,11.2643056682,11.2643056682,72,-1,-1,1,0
443,5114783,3.1281874519,192,152,1.7596054417,1.3685820102,351,8192,110,3,0
22,7,285714.285714286,32,32,142857.142857143,142857.142857143,0,241,230,0,2
80,6354069,1.2590357454,92,92,0.6295178727,0.6295178727,97,8192,141,1,0
